customer_id,account_id,customer_name,email,country,city,signup_date,acquisition_channel,customer_segment,company_size,industry,status,updated_at
CUST-000305,ACC-000305,"Evans, Hayden and Vaughn",contact305@evanshaydenandvaug.example,France,Toulouse,2025-10-31,Paid Search,Enterprise,1001-5000,Media,Active,2025-11-18 00:00:00
CUST-000306,ACC-000306,Bruce-Gonzalez,contact306@bruce-gonzalez.example,Canada,Calgary,2024-03-11,Paid Search,Mid-Market,201-1000,Education,Active,2024-04-12 00:00:00
CUST-000307,ACC-000307,Castaneda-Rodriguez,contact307@castaneda-rodrigue.example,United Kingdom,Manchester,2024-08-26,Email,Mid-Market,51-200,Financial Services,Active,2024-11-19 00:00:00
CUST-000308,ACC-000308,Armstrong-Andrews,contact308@armstrong-andrews.example,France,Lyon,2024-04-22,Email,SMB,201-1000,Retail,Active,2024-05-17 00:00:00
CUST-000309,ACC-000309,"Phillips, Spence and Barrett",contact309@phillipsspenceandb.example,United Kingdom,Birmingham,2024-08-13,Direct,Mid-Market,51-200,Retail,Active,2024-10-28 00:00:00
CUST-000310,ACC-000310,Smith-Grimes,contact310@smith-grimes.example,United States,San Francisco,2025-01-25,Referral,Enterprise,201-1000,Healthcare,Active,2025-03-04 00:00:00
CUST-000311,ACC-000311,"Beltran, Lozano and Mcgee",contact311@beltranlozanoandmc.example,Netherlands,Utrecht,2024-07-24,Email,Enterprise,51-200,Telecommunications,Active,2024-08-12 00:00:00
CUST-000312,ACC-000312,Parsons-Hall,contact312@parsons-hall.example,Netherlands,Rotterdam,2024-02-19,Paid Search,Startup,201-1000,Healthcare,Active,2024-02-27 00:00:00
CUST-000313,ACC-000313,Robinson-Lee,contact313@robinson-lee.example,United States,Chicago,2025-01-07,Email,SMB,51-200,Media,Active,2025-02-25 00:00:00
CUST-000314,ACC-000314,Byrd-Le,contact314@byrd-le.example,United Kingdom,Edinburgh,2024-02-08,Paid Search,Enterprise,5000+,Telecommunications,Active,2024-03-20 00:00:00
CUST-000315,ACC-000315,"Becker, Taylor and Davis",contact315@beckertayloranddav.example,Canada,Ottawa,2024-06-14,Organic,Enterprise,51-200,Media,Active,2024-07-30 00:00:00
CUST-000316,ACC-000316,"Lucas, Parker and Alexander",contact316@lucasparkerandalex.example,Netherlands,Rotterdam,2024-01-01,Organic,SMB,1-10,Media,Active,2024-01-04 00:00:00
CUST-000317,ACC-000317,"Diaz, Anderson and Browning",contact317@diazandersonandbro.example,Netherlands,Eindhoven,2024-03-04,Organic,Mid-Market,11-50,Financial Services,Active,2024-03-28 00:00:00
CUST-000318,ACC-000318,Burgess-Thompson,contact318@burgess-thompson.example,Netherlands,Utrecht,2024-11-14,Paid Social,SMB,51-200,Financial Services,Active,2024-11-14 00:00:00
CUST-000319,ACC-000319,Buchanan LLC,contact319@buchananllc.example,Australia,Brisbane,2025-09-13,Email,Mid-Market,201-1000,Media,Active,2025-10-10 00:00:00
CUST-000320,ACC-000320,"Shaw, Nelson and Martin",contact320@shawnelsonandmarti.example,Spain,Barcelona,2025-07-20,Partner,Startup,201-1000,Media,Active,2025-10-12 00:00:00
CUST-000321,ACC-000321,Coffey-Phillips,contact321@coffey-phillips.example,United Kingdom,London,2024-03-13,Referral,Mid-Market,201-1000,Media,Inactive,2024-03-26 00:00:00
CUST-000322,ACC-000322,Brock-Mcdonald,contact322@brock-mcdonald.example,United States,Austin,2024-01-26,Email,SMB,11-50,Manufacturing,Active,2024-03-28 00:00:00
CUST-000323,ACC-000323,Taylor and Sons,contact323@taylorandsons.example,France,Marseille,2024-09-04,Organic,Enterprise,201-1000,Education,Active,2024-09-04 00:00:00
CUST-000324,ACC-000324,"Ramsey, Whitney and Coffey",contact324@ramseywhitneyandco.example,Australia,Adelaide,2025-04-21,Paid Search,Startup,201-1000,Technology,Active,2025-06-11 00:00:00
CUST-000325,ACC-000325,"Diaz, Gibbs and Smith",contact325@diazgibbsandsmith.example,Australia,Adelaide,2025-06-29,Referral,Startup,51-200,Healthcare,Active,2025-09-20 00:00:00
CUST-000326,ACC-000326,"Martinez, Richardson and Curry",contact326@martinezrichardson.example,Canada,Toronto,2025-08-24,Email,SMB,51-200,Education,Active,2025-09-24 00:00:00
CUST-000327,ACC-000327,Richards-Carson,contact327@richards-carson.example,Canada,Calgary,2024-09-07,Paid Social,Mid-Market,11-50,Financial Services,Active,2024-09-24 00:00:00
CUST-000328,ACC-000328,Rodriguez-Hall,contact328@rodriguez-hall.example,United States,New York,2024-05-02,Paid Social,Mid-Market,51-200,Financial Services,Active,2024-06-22 00:00:00
CUST-000329,ACC-000329,Harvey PLC,contact329@harveyplc.example,Canada,Calgary,2024-01-20,Direct,SMB,1001-5000,Technology,Inactive,2024-02-14 00:00:00
CUST-000330,ACC-000330,Herman-Walker,contact330@herman-walker.example,France,Lyon,2024-04-17,Email,SMB,1001-5000,Healthcare,Active,2024-07-07 00:00:00
CUST-000331,ACC-000331,Reid Group,contact331@reidgroup.example,France,Marseille,2024-02-17,Organic,Mid-Market,201-1000,Telecommunications,Active,2024-05-04 00:00:00
CUST-000332,ACC-000332,"Turner, Ortiz and Taylor",contact332@turnerortizandtayl.example,United Kingdom,Bristol,2025-09-21,Email,Mid-Market,51-200,Professional Services,Churned,2025-11-19 00:00:00
CUST-000333,ACC-000333,Torres Group,contact333@torresgroup.example,United Kingdom,Birmingham,2024-07-15,Organic,Mid-Market,201-1000,Telecommunications,Active,2024-09-11 00:00:00
CUST-000334,ACC-000334,Davis PLC,contact334@davisplc.example,Spain,Bilbao,2025-08-24,Organic,SMB,201-1000,Healthcare,Active,2025-10-17 00:00:00
CUST-000335,ACC-000335,Price LLC,contact335@pricellc.example,Germany,Hamburg,2025-02-08,Paid Social,SMB,51-200,Education,Active,2025-04-15 00:00:00
CUST-000336,ACC-000336,"Avery, Horton and Fernandez",contact336@averyhortonandfern.example,Spain,Bilbao,2025-01-28,Organic,SMB,1001-5000,Logistics,Active,2025-03-10 00:00:00
CUST-000337,ACC-000337,"Newton, Moore and Perry",contact337@newtonmooreandperr.example,Australia,Perth,2024-11-28,Email,SMB,1-10,Retail,Active,2025-02-24 00:00:00
CUST-000338,ACC-000338,Bass PLC,contact338@bassplc.example,United Kingdom,Manchester,2025-08-21,Paid Search,Mid-Market,1-10,Professional Services,Active,2025-09-21 00:00:00
CUST-000339,ACC-000339,Crosby-Ramirez,contact339@crosby-ramirez.example,Canada,Calgary,2024-02-01,Referral,Mid-Market,11-50,Professional Services,Active,2024-02-01 00:00:00
CUST-000340,ACC-000340,"Wood, Ramos and Sampson",contact340@woodramosandsampso.example,Australia,Brisbane,2024-03-08,Paid Social,Enterprise,11-50,Logistics,Active,2024-05-10 00:00:00
CUST-000341,ACC-000341,Garcia-Jennings,contact341@garcia-jennings.example,Netherlands,Utrecht,2024-11-05,Email,SMB,1001-5000,Telecommunications,Active,2025-01-04 00:00:00
CUST-000342,ACC-000342,"Winters, Newman and Brown",contact342@wintersnewmanandbr.example,United Kingdom,London,2024-10-15,Email,Mid-Market,51-200,Professional Services,Active,2025-01-12 00:00:00
CUST-000343,ACC-000343,Lopez-Martinez,contact343@lopez-martinez.example,France,Paris,2025-02-02,Email,Mid-Market,11-50,Education,Active,2025-03-09 00:00:00
CUST-000344,ACC-000344,Davis-Lewis,contact344@davis-lewis.example,France,Marseille,2025-06-23,Email,Mid-Market,51-200,Logistics,Inactive,2025-07-31 00:00:00
CUST-000345,ACC-000345,"Harper, Smith and Buchanan",contact345@harpersmithandbuch.example,Australia,Sydney,2025-03-05,Direct,Mid-Market,51-200,Professional Services,Active,2025-04-25 00:00:00
CUST-000346,ACC-000346,Zhang PLC,contact346@zhangplc.example,United Kingdom,Edinburgh,2024-07-07,Organic,SMB,51-200,Retail,Active,2024-08-11 00:00:00
CUST-000347,ACC-000347,Jones PLC,contact347@jonesplc.example,Australia,Adelaide,2024-08-27,Referral,Mid-Market,11-50,Professional Services,Active,2024-11-06 00:00:00
CUST-000348,ACC-000348,Willis and Sons,contact348@willisandsons.example,Australia,Perth,2025-07-03,Referral,Enterprise,201-1000,Education,Active,2025-08-10 00:00:00
CUST-000349,ACC-000349,Schroeder-Kramer,contact349@schroeder-kramer.example,Canada,Calgary,2024-05-27,Paid Social,SMB,11-50,Healthcare,Active,2024-08-06 00:00:00
CUST-000350,ACC-000350,"Smith, Garrison and Thomas",contact350@smithgarrisonandth.example,Canada,Montreal,2025-01-03,Paid Social,Mid-Market,201-1000,Education,Active,2025-02-10 00:00:00
CUST-000351,ACC-000351,Fernandez and Sons,contact351@fernandezandsons.example,France,Paris,2025-01-28,Organic,Mid-Market,11-50,Professional Services,Active,2025-02-17 00:00:00
CUST-000352,ACC-000352,Guerrero Inc,contact352@guerreroinc.example,United States,Austin,2025-07-02,Paid Social,Mid-Market,201-1000,Telecommunications,Inactive,2025-09-30 00:00:00
CUST-000353,ACC-000353,Smith and Sons,contact353@smithandsons.example,United Kingdom,Birmingham,2025-06-06,Paid Social,SMB,1001-5000,Education,Active,2025-07-23 00:00:00
CUST-000354,ACC-000354,"Morris, Thompson and Williams",contact354@morristhompsonandw.example,Germany,Cologne,2024-12-05,Organic,Mid-Market,11-50,Financial Services,Active,2025-02-07 00:00:00
CUST-000355,ACC-000355,"Fisher, Wilson and Brown",contact355@fisherwilsonandbro.example,Australia,Melbourne,2024-08-13,Email,SMB,1-10,Telecommunications,Active,2024-10-05 00:00:00
CUST-000356,ACC-000356,Strickland-Palmer,contact356@strickland-palmer.example,Australia,Brisbane,2024-09-25,Paid Social,Startup,5000+,Education,Churned,2024-10-27 00:00:00
CUST-000357,ACC-000357,Hayes and Sons,contact357@hayesandsons.example,Canada,Vancouver,2024-10-27,Partner,SMB,51-200,Healthcare,Active,2025-01-23 00:00:00
CUST-000358,ACC-000358,"Williams, Logan and Camacho",contact358@williamsloganandca.example,Australia,Sydney,2024-06-09,Organic,Mid-Market,201-1000,Media,Active,2024-07-12 00:00:00
CUST-000359,ACC-000359,"Turner, Schneider and Johnson",contact359@turnerschneiderand.example,United States,New York,2025-04-02,Referral,SMB,1-10,Retail,Active,2025-07-01 00:00:00
CUST-000360,ACC-000360,Boone-Simmons,contact360@boone-simmons.example,Netherlands,Rotterdam,2024-06-01,Paid Search,Mid-Market,11-50,Retail,Active,2024-07-10 00:00:00
CUST-000361,ACC-000361,Henry Group,contact361@henrygroup.example,Spain,Madrid,2025-04-19,Organic,Mid-Market,51-200,Logistics,Active,2025-04-21 00:00:00
CUST-000362,ACC-000362,Lam LLC,contact362@lamllc.example,Australia,Sydney,2025-07-03,Paid Search,SMB,1001-5000,Logistics,Churned,2025-07-06 00:00:00
CUST-000363,ACC-000363,"Hernandez, Martinez and Weber",contact363@hernandezmartineza.example,Canada,Vancouver,2025-12-04,Email,Mid-Market,11-50,Education,Churned,2026-03-02 00:00:00
CUST-000364,ACC-000364,"Kelley, Nguyen and Vang",contact364@kelleynguyenandvan.example,Australia,Melbourne,2024-03-27,Paid Social,Enterprise,201-1000,Retail,Active,2024-05-14 00:00:00
CUST-000365,ACC-000365,"Phillips, Wagner and Jordan",contact365@phillipswagnerandj.example,United States,Seattle,2025-07-09,Direct,Mid-Market,201-1000,Logistics,Active,2025-08-13 00:00:00
CUST-000366,ACC-000366,"Wilson, Pena and Rich",contact366@wilsonpenaandrich.example,France,Paris,2024-03-03,Paid Social,Enterprise,11-50,Financial Services,Active,2024-05-15 00:00:00
CUST-000367,ACC-000367,"Le, Lewis and Hayes",contact367@lelewisandhayes.example,Germany,Munich,2024-09-03,Email,Mid-Market,51-200,Media,Inactive,2024-10-29 00:00:00
CUST-000368,ACC-000368,Gutierrez Group,contact368@gutierrezgroup.example,United Kingdom,Birmingham,2024-05-08,Paid Social,SMB,11-50,Education,Active,2024-07-07 00:00:00
CUST-000369,ACC-000369,Perry-Davis,contact369@perry-davis.example,United States,San Francisco,2024-04-28,Email,Startup,51-200,Logistics,Active,2024-06-29 00:00:00
CUST-000370,ACC-000370,Edwards-Scott,contact370@edwards-scott.example,Spain,Seville,2024-05-08,Organic,Enterprise,201-1000,Manufacturing,Active,2024-05-26 00:00:00
CUST-000371,ACC-000371,Mcdaniel Group,contact371@mcdanielgroup.example,United Kingdom,Edinburgh,2024-02-02,Paid Social,SMB,51-200,Logistics,Active,2024-02-10 00:00:00
CUST-000372,ACC-000372,Davis Inc,contact372@davisinc.example,Netherlands,Rotterdam,2025-08-24,Paid Social,Mid-Market,11-50,Technology,Active,2025-10-29 00:00:00
CUST-000373,ACC-000373,Reynolds Ltd,contact373@reynoldsltd.example,Germany,Hamburg,2024-02-14,Paid Search,Enterprise,201-1000,Media,Churned,2024-02-15 00:00:00
CUST-000374,ACC-000374,"Watson, Anderson and Brown",contact374@watsonandersonandb.example,United Kingdom,Birmingham,2024-10-18,Paid Search,Mid-Market,201-1000,Technology,Churned,2024-12-22 00:00:00
CUST-000375,ACC-000375,"Hoffman, Santiago and Jenkins",contact375@hoffmansantiagoand.example,Australia,Adelaide,2025-05-26,Direct,Enterprise,51-200,Professional Services,Inactive,2025-06-06 00:00:00
CUST-000376,ACC-000376,"Pugh, Henderson and Moon",contact376@pughhendersonandmo.example,United States,San Francisco,2025-12-24,Organic,Mid-Market,201-1000,Financial Services,Active,2026-01-16 00:00:00
CUST-000377,ACC-000377,Schmitt PLC,contact377@schmittplc.example,Netherlands,The Hague,2025-09-16,Paid Search,Mid-Market,11-50,Telecommunications,Active,2025-11-19 00:00:00
CUST-000378,ACC-000378,Bell-Lane,contact378@bell-lane.example,Netherlands,Eindhoven,2024-04-10,Direct,Mid-Market,201-1000,Media,Active,2024-06-05 00:00:00
CUST-000379,ACC-000379,Moore Group,contact379@mooregroup.example,Germany,Hamburg,2025-12-23,Paid Search,SMB,51-200,Financial Services,Active,2026-03-04 00:00:00
CUST-000380,ACC-000380,Boone LLC,contact380@boonellc.example,United Kingdom,Birmingham,2025-04-22,Organic,Enterprise,51-200,Logistics,Active,2025-06-16 00:00:00
CUST-000381,ACC-000381,"Richardson, Farmer and Andrews",contact381@richardsonfarmeran.example,United States,San Francisco,2024-05-11,Referral,Enterprise,11-50,Healthcare,Active,2024-05-15 00:00:00
CUST-000382,ACC-000382,Bruce-Villegas,contact382@bruce-villegas.example,Australia,Melbourne,2024-11-24,Partner,Enterprise,201-1000,Education,Active,2025-02-08 00:00:00
CUST-000383,ACC-000383,"Austin, Day and Johnson",contact383@austindayandjohnso.example,Australia,Melbourne,2025-11-01,Referral,SMB,201-1000,Technology,Active,2025-11-20 00:00:00
CUST-000384,ACC-000384,"Gallegos, Adams and White",contact384@gallegosadamsandwh.example,Canada,Ottawa,2024-10-14,Organic,Mid-Market,51-200,Financial Services,Active,2024-10-26 00:00:00
CUST-000385,ACC-000385,"Farmer, Dorsey and Bell",contact385@farmerdorseyandbel.example,United States,Austin,2024-05-14,Direct,SMB,1001-5000,Healthcare,Active,2024-08-01 00:00:00
CUST-000386,ACC-000386,Kane PLC,contact386@kaneplc.example,United States,Austin,2025-10-01,Paid Search,Mid-Market,1001-5000,Education,Active,2025-10-18 00:00:00
CUST-000387,ACC-000387,"Morales, Thomas and Schultz",contact387@moralesthomasandsc.example,United States,Seattle,2025-11-27,Direct,Enterprise,11-50,Education,Active,2026-01-14 00:00:00
CUST-000388,ACC-000388,Davis PLC,contact388@davisplc.example,Spain,Barcelona,2025-12-14,Partner,Startup,201-1000,Logistics,Active,2026-01-27 00:00:00
CUST-000389,ACC-000389,Bennett Group,contact389@bennettgroup.example,Australia,Adelaide,2025-11-29,Direct,Enterprise,51-200,Financial Services,Active,2026-02-07 00:00:00
CUST-000390,ACC-000390,Moore-Collins,contact390@moore-collins.example,Canada,Ottawa,2025-09-30,Paid Social,Enterprise,5000+,Media,Active,2025-10-04 00:00:00
CUST-000391,ACC-000391,Frank-Bradley,contact391@frank-bradley.example,Netherlands,Rotterdam,2024-11-28,Paid Search,Enterprise,11-50,Technology,Active,2024-12-07 00:00:00
CUST-000392,ACC-000392,Ware and Sons,contact392@wareandsons.example,Canada,Montreal,2024-05-20,Email,Startup,51-200,Healthcare,Active,2024-06-26 00:00:00
CUST-000393,ACC-000393,Webster Inc,contact393@websterinc.example,United Kingdom,Edinburgh,2025-03-27,Organic,SMB,51-200,Financial Services,Active,2025-05-09 00:00:00
CUST-000394,ACC-000394,"Miller, Ramos and Coleman",contact394@millerramosandcole.example,France,Toulouse,2024-06-10,Organic,SMB,11-50,Financial Services,Active,2024-08-20 00:00:00
CUST-000395,ACC-000395,"Ramos, Nelson and Fischer",contact395@ramosnelsonandfisc.example,Netherlands,Rotterdam,2024-12-11,Direct,Startup,201-1000,Education,Active,2025-02-04 00:00:00
CUST-000396,ACC-000396,Reed Inc,contact396@reedinc.example,Spain,Valencia,2025-04-24,Email,Enterprise,51-200,Telecommunications,Active,2025-05-07 00:00:00
CUST-000397,ACC-000397,Gregory-Watkins,contact397@gregory-watkins.example,United States,Chicago,2025-11-22,Paid Social,Startup,11-50,Professional Services,Active,2026-02-19 00:00:00
CUST-000398,ACC-000398,"Estrada, Williams and Foster",contact398@estradawilliamsand.example,Canada,Calgary,2024-07-30,Organic,Mid-Market,51-200,Logistics,Active,2024-09-09 00:00:00
CUST-000399,ACC-000399,"Brown, Harris and Dougherty",contact399@brownharrisanddoug.example,United Kingdom,London,2024-07-03,Paid Search,SMB,1001-5000,Education,Active,2024-09-28 00:00:00
CUST-000400,ACC-000400,Duran LLC,contact400@duranllc.example,United Kingdom,Manchester,2025-06-21,Paid Search,Mid-Market,1001-5000,Technology,Active,2025-09-19 00:00:00
CUST-000401,ACC-000401,Wilson-Jimenez,contact401@wilson-jimenez.example,Australia,Adelaide,2024-01-05,Paid Search,Mid-Market,51-200,Retail,Active,2024-01-09 00:00:00
CUST-000402,ACC-000402,Thompson-James,contact402@thompson-james.example,Spain,Barcelona,2025-02-18,Partner,Startup,51-200,Logistics,Active,2025-04-05 00:00:00
CUST-000403,ACC-000403,"Hall, Hansen and Barnett",contact403@hallhansenandbarne.example,United Kingdom,Manchester,2025-06-29,Referral,Enterprise,11-50,Technology,Active,2025-08-06 00:00:00
CUST-000404,ACC-000404,Jones-Hensley,contact404@jones-hensley.example,Australia,Melbourne,2025-02-06,Organic,Startup,1001-5000,Technology,Active,2025-03-23 00:00:00
CUST-000405,ACC-000405,Graham Group,contact405@grahamgroup.example,Germany,Berlin,2024-10-07,Paid Social,Mid-Market,201-1000,Logistics,Active,2024-11-04 00:00:00
CUST-000406,ACC-000406,Atkins PLC,contact406@atkinsplc.example,France,Paris,2025-08-28,Email,SMB,201-1000,Technology,Active,2025-10-17 00:00:00
CUST-000407,ACC-000407,Berry-Mckinney,contact407@berry-mckinney.example,Germany,Munich,2024-09-28,Partner,Startup,1001-5000,Telecommunications,Active,2024-11-11 00:00:00
CUST-000408,ACC-000408,Roberts-Sullivan,contact408@roberts-sullivan.example,Canada,Ottawa,2025-06-03,Partner,Enterprise,11-50,Media,Active,2025-06-19 00:00:00
CUST-000409,ACC-000409,Jackson-Meza,contact409@jackson-meza.example,Australia,Sydney,2024-12-05,Email,Startup,201-1000,Professional Services,Active,2024-12-31 00:00:00
CUST-000410,ACC-000410,Collier-Gillespie,contact410@collier-gillespie.example,United States,Austin,2024-01-20,Partner,SMB,11-50,Education,Inactive,2024-02-02 00:00:00
CUST-000411,ACC-000411,Kim Inc,contact411@kiminc.example,Canada,Toronto,2025-01-22,Organic,SMB,11-50,Technology,Active,2025-04-08 00:00:00
CUST-000412,ACC-000412,Graham Group,contact412@grahamgroup.example,Canada,Montreal,2024-02-06,Organic,Enterprise,51-200,Manufacturing,Active,2024-04-07 00:00:00
CUST-000413,ACC-000413,"Miller, Harrell and Reese",contact413@millerharrellandre.example,United Kingdom,Manchester,2025-11-11,Partner,SMB,51-200,Logistics,Inactive,2025-12-16 00:00:00
CUST-000414,ACC-000414,Cook and Sons,contact414@cookandsons.example,Canada,Calgary,2025-03-15,Organic,SMB,5000+,Telecommunications,Active,2025-04-20 00:00:00
CUST-000415,ACC-000415,Dixon Inc,contact415@dixoninc.example,United States,Seattle,2024-09-28,Organic,Mid-Market,51-200,Manufacturing,Active,2024-10-05 00:00:00
CUST-000416,ACC-000416,"Hicks, Bullock and Bailey",contact416@hicksbullockandbai.example,Netherlands,Eindhoven,2024-12-21,Paid Social,Enterprise,1001-5000,Logistics,Active,2025-01-16 00:00:00
CUST-000417,ACC-000417,"Mullen, Brewer and Hernandez",contact417@mullenbrewerandher.example,Australia,Perth,2025-03-28,Organic,Mid-Market,201-1000,Media,Active,2025-06-20 00:00:00
CUST-000418,ACC-000418,Thomas and Sons,contact418@thomasandsons.example,United States,Seattle,2024-07-09,Email,SMB,201-1000,Technology,Active,2024-07-11 00:00:00
CUST-000419,ACC-000419,Morrison Ltd,contact419@morrisonltd.example,United Kingdom,Edinburgh,2024-07-29,Email,Enterprise,5000+,Professional Services,Active,2024-08-11 00:00:00
CUST-000420,ACC-000420,Thompson Ltd,contact420@thompsonltd.example,France,Marseille,2024-11-02,Organic,SMB,51-200,Professional Services,Inactive,2025-01-17 00:00:00
CUST-000421,ACC-000421,Marshall-Elliott,contact421@marshall-elliott.example,Australia,Adelaide,2024-07-08,Paid Social,Startup,51-200,Education,Active,2024-08-24 00:00:00
CUST-000422,ACC-000422,"Cole, Glass and Cunningham",contact422@coleglassandcunnin.example,Netherlands,The Hague,2025-07-08,Partner,Enterprise,11-50,Media,Active,2025-07-10 00:00:00
CUST-000423,ACC-000423,"Downs, Morris and Maddox",contact423@downsmorrisandmadd.example,Spain,Valencia,2024-03-16,Paid Social,Enterprise,11-50,Logistics,Active,2024-04-29 00:00:00
CUST-000424,ACC-000424,Hernandez-Jones,contact424@hernandez-jones.example,France,Toulouse,2025-08-27,Direct,SMB,1001-5000,Education,Active,2025-11-03 00:00:00
CUST-000425,ACC-000425,Welch-Hogan,contact425@welch-hogan.example,Germany,Munich,2024-09-11,Paid Social,Enterprise,51-200,Retail,Active,2024-10-12 00:00:00
CUST-000426,ACC-000426,"Brown, Romero and Collins",contact426@brownromeroandcoll.example,Canada,Ottawa,2025-02-14,Email,SMB,51-200,Telecommunications,Active,2025-03-20 00:00:00
CUST-000427,ACC-000427,Johnson-Wood,contact427@johnson-wood.example,Spain,Seville,2024-04-25,Organic,SMB,11-50,Telecommunications,Active,2024-06-21 00:00:00
CUST-000428,ACC-000428,Jones-Lin,contact428@jones-lin.example,Spain,Bilbao,2024-10-08,Partner,SMB,51-200,Professional Services,Active,2024-12-01 00:00:00
CUST-000429,ACC-000429,Gilbert PLC,contact429@gilbertplc.example,United States,Austin,2025-07-05,Paid Search,Mid-Market,201-1000,Professional Services,Active,2025-09-25 00:00:00
CUST-000430,ACC-000430,Ford-Spencer,contact430@ford-spencer.example,Netherlands,Eindhoven,2024-07-16,Partner,SMB,51-200,Financial Services,Active,2024-08-07 00:00:00
CUST-000431,ACC-000431,"Huang, Cole and Pacheco",contact431@huangcoleandpachec.example,United States,Seattle,2024-04-06,Organic,SMB,201-1000,Manufacturing,Active,2024-05-01 00:00:00
CUST-000432,ACC-000432,"Lopez, Jacobs and Mason",contact432@lopezjacobsandmaso.example,Netherlands,Amsterdam,2025-01-16,Email,Mid-Market,201-1000,Financial Services,Active,2025-01-30 00:00:00
CUST-000433,ACC-000433,Hayes LLC,contact433@hayesllc.example,Spain,Madrid,2024-04-28,Organic,SMB,1001-5000,Education,Active,2024-06-27 00:00:00
CUST-000434,ACC-000434,"Miller, Lucas and Williams",contact434@millerlucasandwill.example,Canada,Montreal,2024-08-18,Paid Search,Startup,11-50,Logistics,Active,2024-10-05 00:00:00
CUST-000435,ACC-000435,"Kim, Gonzales and Mills",contact435@kimgonzalesandmill.example,Germany,Munich,2024-11-25,Organic,SMB,201-1000,Healthcare,Active,2024-12-26 00:00:00
CUST-000436,ACC-000436,Cox LLC,contact436@coxllc.example,United States,New York,2025-02-16,Paid Social,Mid-Market,11-50,Telecommunications,Active,2025-04-20 00:00:00
CUST-000437,ACC-000437,Ortiz-Morgan,contact437@ortiz-morgan.example,France,Marseille,2025-04-12,Paid Social,Mid-Market,51-200,Financial Services,Active,2025-05-16 00:00:00
CUST-000438,ACC-000438,"Williams, Mccoy and Cook",contact438@williamsmccoyandco.example,Australia,Perth,2025-05-09,Email,Enterprise,201-1000,Technology,Active,2025-05-26 00:00:00
CUST-000439,ACC-000439,Davis-Gregory,contact439@davis-gregory.example,United States,Austin,2025-09-09,Organic,Mid-Market,201-1000,Telecommunications,Active,2025-10-28 00:00:00
CUST-000440,ACC-000440,King-York,contact440@king-york.example,Germany,Cologne,2024-02-18,Paid Search,Enterprise,11-50,Financial Services,Active,2024-03-28 00:00:00
CUST-000441,ACC-000441,"Marks, Cook and Aguilar",contact441@markscookandaguila.example,Australia,Perth,2024-09-21,Paid Search,Startup,1001-5000,Media,Active,2024-10-27 00:00:00
CUST-000442,ACC-000442,Rangel LLC,contact442@rangelllc.example,United Kingdom,Birmingham,2024-01-01,Paid Search,Mid-Market,1-10,Media,Active,2024-02-10 00:00:00
CUST-000443,ACC-000443,"Hale, Myers and Larson",contact443@halemyersandlarson.example,Canada,Ottawa,2024-01-07,Paid Search,SMB,201-1000,Retail,Active,2024-03-30 00:00:00
CUST-000444,ACC-000444,Collins Group,contact444@collinsgroup.example,Germany,Hamburg,2024-06-04,Email,Enterprise,5000+,Technology,Active,2024-06-23 00:00:00
CUST-000445,ACC-000445,"Conner, Li and Santiago",contact445@connerliandsantiag.example,France,Paris,2025-03-13,Paid Search,Mid-Market,51-200,Retail,Active,2025-04-07 00:00:00
CUST-000446,ACC-000446,"Osborn, Gaines and Davis",contact446@osborngainesanddav.example,Netherlands,Amsterdam,2025-10-15,Partner,Mid-Market,1001-5000,Technology,Inactive,2025-12-05 00:00:00
CUST-000447,ACC-000447,"Henderson, Cox and Cox",contact447@hendersoncoxandcox.example,United Kingdom,Edinburgh,2025-07-19,Paid Social,Mid-Market,201-1000,Professional Services,Active,2025-07-23 00:00:00
CUST-000448,ACC-000448,Bean LLC,contact448@beanllc.example,Australia,Adelaide,2025-04-17,Paid Search,SMB,1001-5000,Logistics,Inactive,2025-04-30 00:00:00
CUST-000449,ACC-000449,Lee-Cooke,contact449@lee-cooke.example,France,Toulouse,2025-07-22,Partner,Startup,201-1000,Telecommunications,Active,2025-09-11 00:00:00
CUST-000450,ACC-000450,Jones Inc,contact450@jonesinc.example,United Kingdom,London,2024-05-05,Paid Social,Startup,201-1000,Logistics,Inactive,2024-06-20 00:00:00
CUST-000451,ACC-000451,"Wise, Conley and Stephenson",contact451@wiseconleyandsteph.example,Australia,Melbourne,2025-09-05,Organic,Enterprise,11-50,Media,Inactive,2025-11-03 00:00:00
CUST-000452,ACC-000452,Stanley PLC,contact452@stanleyplc.example,Australia,Sydney,2025-10-12,Direct,SMB,201-1000,Logistics,Active,2025-10-22 00:00:00
CUST-000453,ACC-000453,Harper and Sons,contact453@harperandsons.example,Germany,Berlin,2024-03-10,Direct,Enterprise,11-50,Media,Active,2024-05-26 00:00:00
CUST-000454,ACC-000454,White Ltd,contact454@whiteltd.example,United States,Austin,2024-12-09,Referral,Startup,5000+,Professional Services,Churned,2025-01-22 00:00:00
CUST-000455,ACC-000455,"Lamb, Martin and Kim",contact455@lambmartinandkim.example,France,Marseille,2025-08-29,Paid Search,SMB,11-50,Telecommunications,Inactive,2025-09-12 00:00:00
CUST-000456,ACC-000456,Diaz-Ball,contact456@diaz-ball.example,France,Paris,2024-12-14,Email,Mid-Market,11-50,Retail,Churned,2025-01-11 00:00:00
CUST-000457,ACC-000457,Bishop-Goodwin,contact457@bishop-goodwin.example,Canada,Ottawa,2025-09-06,Direct,Enterprise,1001-5000,Manufacturing,Active,2025-09-26 00:00:00
